Dates,USDZARV1M,USDZARV3M,USDZARV1Y,USDZARPX_LAST,USDZARPX_BID,USDZARPX_ASK
2000-05-08,15.1,14.15,13.35,6.96,6.9575,6.9625
2000-05-09,15.8,14.55,13.2,7.085,7.085,7.09
2000-05-10,15.5,14.025,13.125,7.0413,7.04,7.05
2000-05-11,15.5,14.025,13.125,7.01,7.02,7.03
2000-05-12,16.75,14.5,13.5,7.0252,7.01,7.02
2000-05-15,16.25,14.25,13.7,7.0575,7.05,7.06
2000-05-16,16.75,14.5,13.5,7.0525,7.05,7.055
2000-05-17,16.6,14.55,13.75,7.1093,7.104,7.1135
2000-05-18,17.0,14.75,13.9,7.1375,7.135,7.145
2000-05-19,17.125,15.0,14.0,7.1683,7.1675,7.1765
2000-05-22,17.125,15.0,14.0,7.11,7.105,7.115
2000-05-23,17.125,15.0,14.0,7.0875,7.085,7.0925
2000-05-24,17.125,15.0,14.0,7.1108,7.104,7.114
2000-05-25,17.125,15.0,14.0,7.15,7.145,7.155
2000-05-26,17.125,15.0,14.0,7.1185,7.115,7.1245
2000-05-29,17.125,15.0,14.0,7.1,7.095,7.105
2000-05-30,16.1,14.125,13.8,6.9973,6.995,7.0045
2000-05-31,15.6,14.35,13.55,6.968,6.963,6.973
2000-06-01,15.3,14.15,13.5,6.975,6.975,6.98
2000-06-02,13.8,13.0,12.6,6.9338,6.9275,6.9375
2000-06-05,13.65,13.0,12.4,6.9035,6.901,6.906
2000-06-06,12.75,12.55,12.55,6.9538,6.95,6.96
2000-06-07,13.95,13.15,12.7,6.9838,6.9825,6.9875
2000-06-08,14.025,13.5,13.0,7.0488,7.045,7.0545
2000-06-09,14.1,13.35,12.85,7.007,7.0,7.009
2000-06-12,13.8,13.35,12.85,7.02,7.02,7.025
2000-06-13,13.7,13.05,12.65,7.015,7.01,7.02
2000-06-14,12.35,12.35,12.4,6.931,6.9275,6.937
2000-06-15,12.0,12.0,12.0,6.8928,6.8905,6.8955
2000-06-16,11.6,11.75,11.75,6.83,6.825,6.835
2000-06-19,11.55,11.65,11.8,6.8535,6.851,6.856
2000-06-20,11.25,11.45,11.55,6.8976,6.895,6.9
2000-06-21,11.5,11.55,11.55,6.92,6.915,6.925
2000-06-22,11.4,11.4,11.55,6.9225,6.9175,6.9275
2000-06-23,11.5,11.55,11.6,6.885,6.88,6.89
2000-06-26,11.2,11.35,11.55,6.885,6.88,6.89
2000-06-27,11.2,11.35,11.35,6.8085,6.806,6.811
2000-06-28,10.6,10.75,10.9,6.8075,6.805,6.81
2000-06-29,9.8,9.975,10.35,6.825,6.825,6.83
2000-06-30,10.0,9.7,10.35,6.795,6.79,6.8
2000-07-03,9.1,9.45,9.8,6.81,6.805,6.815
2000-07-04,9.1,9.45,9.7,6.785,6.78,6.79
2000-07-05,9.1,9.3,9.5,6.7875,6.785,6.79
2000-07-06,9.8,9.95,10.1,6.865,6.86,6.87
2000-07-07,9.7,9.85,10.15,6.8585,6.854,6.863
2000-07-10,9.35,9.7,10.0,6.8225,6.82,6.825
2000-07-11,9.0,9.35,9.7,6.8025,6.8,6.805
2000-07-12,9.0,9.2,9.5,6.835,6.83,6.84
2000-07-13,9.3,9.55,9.95,6.86,6.855,6.865
2000-07-14,9.6,9.75,9.95,6.8875,6.885,6.89
2000-07-17,10.05,10.05,10.25,6.915,6.91,6.92
2000-07-18,9.95,10.25,10.4,6.9558,6.955,6.96
2000-07-19,10.55,10.65,10.75,6.9775,6.9725,6.9825
2000-07-20,10.1,10.35,10.55,6.9175,6.915,6.92
2000-07-21,9.7,9.9,10.15,6.9135,6.912,6.915
2000-07-24,10.1,10.2,10.35,6.9463,6.945,6.95
2000-07-25,9.725,10.05,10.3,6.9575,6.955,6.96
2000-07-26,9.6,9.85,10.35,6.925,6.92,6.93
2000-07-27,9.55,9.85,10.15,6.9413,6.94,6.9425
2000-07-28,9.9,10.15,10.35,6.955,6.9525,6.9575
2000-07-31,9.6,9.85,10.35,6.9538,6.9525,6.9575
2000-08-01,9.5,9.6,10.3,7.0175,7.015,7.02
2000-08-02,10.0,10.25,10.4,6.986,6.984,6.988
2000-08-03,9.825,9.95,10.45,6.99,6.9875,6.9925
2000-08-04,9.8,10.0,10.7,6.956,6.953,6.956
2000-08-07,9.2,9.55,10.1,6.9675,6.965,6.97
2000-08-08,9.3,9.6,10.1,6.9805,6.975,6.98
2000-08-09,9.2,9.55,10.3,6.995,6.99,7.0
2000-08-10,9.3,9.5,10.0,6.95,6.9475,6.9525
2000-08-11,9.2,9.55,10.05,6.89,6.8875,6.8925
2000-08-14,9.0,9.4,9.9,6.9185,6.916,6.921
2000-08-15,9.0,9.35,9.9,6.9325,6.93,6.935
2000-08-16,9.3,9.55,10.25,6.9475,6.945,6.95
2000-08-17,9.205,9.405,10.005,6.9163,6.915,6.92
2000-08-18,8.9,9.3,10.2,6.9363,6.9325,6.94
2000-08-21,8.9,9.3,10.15,6.9635,6.961,6.966
2000-08-22,9.2,9.5,10.2,6.9844,6.9825,6.9875
2000-08-23,9.3,9.3,10.1,6.962,6.954,6.97
2000-08-24,9.1,9.4,10.2,6.929,6.93,6.928
2000-08-25,9.0,9.3,10.15,6.9125,6.91,6.915
2000-08-28,9.0,9.3,10.15,6.946,6.945,6.95
2000-08-29,8.95,9.25,10.15,6.9568,6.957,6.96
2000-08-30,8.95,9.25,10.15,6.9555,6.953,6.958
2000-08-31,9.0,9.25,10.15,6.9785,6.976,6.981
2000-09-01,8.9,9.15,10.1,6.945,6.9425,6.9475
2000-09-04,8.7,9.1,9.9,6.9565,6.9515,6.9615
2000-09-05,9.45,9.8,10.4,7.0275,7.02,7.025
2000-09-06,10.4,10.2,10.6,7.0888,7.0875,7.0925
2000-09-07,10.1,9.85,10.325,7.0925,7.09,7.1
2000-09-08,9.85,10.85,10.4,7.094,7.095,7.098
2000-09-11,9.75,10.0,10.5,7.122,7.125,7.13
2000-09-12,9.95,10.05,10.5,7.1375,7.135,7.14
2000-09-13,10.65,10.75,10.9,7.1145,7.112,7.117
2000-09-14,11.0,11.0,11.1,7.1365,7.134,7.137
2000-09-15,11.0,11.0,11.1,7.201,7.192,7.202
2000-09-18,12.05,11.85,11.9,7.29,7.2875,7.2925
2000-09-19,13.2,12.75,12.4,7.275,7.27,7.28
2000-09-20,13.75,13.25,12.6,7.3338,7.33,7.335
2000-09-21,13.7,13.35,12.7,7.3185,7.313,7.318
2000-09-22,13.125,12.55,12.4,7.2291,7.2425,7.2475
2000-09-25,13.05,12.85,12.6,7.2535,7.251,7.256
2000-09-26,12.0,11.85,11.8,7.1905,7.188,7.193
2000-09-27,12.4,11.6,11.6,7.2425,7.2375,7.2475
2000-09-28,12.9,11.8,11.9,7.3038,7.3,7.31
2000-09-29,11.7,11.75,11.6,7.235,7.23,7.24
2000-10-02,11.6,11.3,11.35,7.2135,7.22,7.225
2000-10-03,11.6,11.3,11.35,7.2175,7.2125,7.2225
2000-10-04,10.95,11.05,10.85,7.2325,7.2275,7.2375
2000-10-05,10.3,10.35,10.8,7.285,7.2825,7.2875
2000-10-06,10.4,10.55,11.1,7.2975,7.2925,7.3025
2000-10-09,11.3,11.15,11.2,7.3369,7.33,7.34
2000-10-10,11.3,10.75,11.1,7.3625,7.36,7.365
2000-10-11,12.125,11.0,11.5,7.398,7.395,7.4
2000-10-12,13.3,12.55,12.35,7.475,7.475,7.48
2000-10-13,13.05,11.85,11.95,7.4725,7.47,7.475
2000-10-16,13.45,12.35,12.3,7.5756,7.5775,7.5825
2000-10-17,13.3,12.25,12.1,7.555,7.55,7.56
2000-10-18,14.55,13.0,12.9,7.71,7.705,7.715
2000-10-19,14.1,12.55,12.6,7.6725,7.67,7.675
2000-10-20,13.05,12.25,12.2,7.573,7.57,7.58
2000-10-23,13.15,12.15,11.9,7.5903,7.588,7.593
2000-10-24,12.55,11.75,11.9,7.612,7.607,7.617
2000-10-25,13.4,12.0,12.0,7.68,7.675,7.685
2000-10-26,13.5,12.45,12.25,7.6635,7.661,7.666
2000-10-27,12.5,11.75,11.9,7.6013,7.595,7.605
2000-10-30,13.3,12.25,12.1,7.577,7.572,7.582
2000-10-31,12.55,11.95,11.9,7.55,7.54,7.56
2000-11-01,11.45,11.45,11.4,7.485,7.48,7.49
2000-11-02,11.5,11.25,11.5,7.52,7.52,7.525
2000-11-03,11.5,11.45,11.7,7.5375,7.535,7.545
2000-11-06,11.7,11.65,11.7,7.5469,7.562,7.562
2000-11-07,12.25,12.0,12.0,7.6175,7.6125,7.6225
2000-11-08,12.55,12.05,12.1,7.6739,7.71,7.71
2000-11-09,13.3,12.55,12.15,7.755,7.745,7.765
2000-11-10,12.5,11.95,11.9,7.5994,7.605,7.615
2000-11-13,12.55,11.9,11.7,7.6594,7.65,7.66
2000-11-14,12.45,11.95,11.8,7.645,7.65,7.655
2000-11-15,12.45,11.95,11.8,7.686,7.68,7.69
2000-11-16,12.3,11.9,11.75,7.6878,7.674,7.694
2000-11-17,11.5,11.65,11.7,7.7088,7.715,7.725
2000-11-20,12.45,12.35,12.2,7.765,7.76,7.77
2000-11-21,12.875,12.7,12.4,7.8225,7.82,7.825
2000-11-22,13.15,12.75,12.4,7.7983,7.805,7.815
2000-11-23,12.8,12.45,12.35,7.835,7.8225,7.8425
2000-11-24,12.7,12.35,12.3,7.8255,7.82,7.8275
2000-11-27,12.05,11.95,12.0,7.755,7.75,7.76
2000-11-28,11.95,11.95,12.15,7.78,7.7775,7.7875
2000-11-29,11.95,12.0,12.15,7.787,7.782,7.792
2000-11-30,11.8,11.8,12.0,7.7444,7.75,7.755
2000-12-01,11.9,11.8,11.9,7.6656,7.63,7.63
2000-12-04,11.8,11.75,11.9,7.6475,7.64,7.65
2000-12-05,11.8,11.75,11.9,7.6519,7.6575,7.6625
2000-12-06,11.7,11.65,11.8,7.5705,7.568,7.573
2000-12-07,11.4,11.5,11.5,7.6225,7.62,7.625
2000-12-08,11.5,11.55,11.6,7.65,7.645,7.655
2000-12-11,12.0,11.9,11.9,7.6613,7.6575,7.665
2000-12-12,12.525,12.525,12.575,7.7305,7.735,7.735
2000-12-13,12.65,12.55,12.5,7.755,7.7525,7.7575
2000-12-14,13.1,12.15,12.3,7.6975,7.695,7.7
2000-12-15,13.05,12.1,12.1,7.69,7.685,7.695
2000-12-18,11.8,11.8,12.0,7.6845,7.683,7.686
2000-12-19,13.0,12.15,12.1,7.715,7.7125,7.7175
2000-12-20,13.0,12.05,12.25,7.6275,7.625,7.63
2000-12-21,13.0,12.05,12.25,7.6285,7.6235,7.6335
2000-12-22,13.0,12.05,12.5,7.5612,7.5512,7.5712
2000-12-25,13.0,12.05,12.5,7.5612,7.5612,7.5612
2000-12-26,13.0,12.05,12.5,7.5073,7.5125,7.5125
2000-12-27,13.0,12.05,12.5,7.5375,7.535,7.54
2000-12-28,13.0,12.05,12.5,7.565,7.5625,7.5675
2000-12-29,12.0,12.0,12.0,7.5788,7.575,7.5825
2001-01-01,12.0,12.0,12.0,7.5853,7.585,7.5855
2001-01-02,13.0,12.05,12.25,7.5625,7.555,7.565
2001-01-03,12.575,12.15,12.2,7.575,7.57,7.58
2001-01-04,12.9,12.35,12.3,7.5325,7.53,7.535
2001-01-05,12.5,12.35,12.0,7.5175,7.515,7.52
2001-01-08,12.9,12.4,12.2,7.595,7.59,7.6
2001-01-09,13.55,12.95,12.75,7.7325,7.73,7.735
2001-01-10,14.5,14.35,13.5,7.935,7.93,7.94
2001-01-11,16.85,14.45,13.2,7.84,7.835,7.845
2001-01-12,15.8,13.85,12.8,7.825,7.82,7.83
2001-01-15,15.875,13.875,12.85,7.8441,7.8316,7.8566
2001-01-16,14.45,13.05,12.6,7.79,7.785,7.795
2001-01-17,14.45,12.9,12.5,7.83,7.825,7.835
2001-01-18,15.05,13.55,12.9,7.8675,7.8625,7.8725
2001-01-19,15.55,13.75,13.2,7.9025,7.8975,7.9075
2001-01-22,15.4,13.95,13.25,7.88,7.87,7.89
2001-01-23,15.1,13.6,12.95,7.827,7.822,7.832
2001-01-24,14.8,13.65,13.1,7.885,7.88,7.89
2001-01-25,14.75,13.55,12.95,7.89,7.885,7.895
2001-01-26,14.75,13.55,13.1,7.88,7.875,7.885
2001-01-29,14.8,13.7,13.4,7.8775,7.8725,7.8825
2001-01-30,14.125,13.375,12.8,7.785,7.78,7.79
2001-01-31,13.45,13.0,12.75,7.735,7.73,7.74
2001-02-01,13.25,12.7,12.6,7.735,7.73,7.74
2001-02-02,13.45,12.8,12.55,7.7725,7.7675,7.7775
2001-02-05,13.65,13.0,12.6,7.765,7.76,7.7675
2001-02-06,13.8,13.15,12.6,7.783,7.78,7.786
2001-02-07,13.95,13.3,12.85,7.895,7.89,7.9
2001-02-08,16.1,14.1,13.25,7.9825,7.98,7.985
2001-02-09,14.85,13.6,13.05,7.8775,7.8725,7.8825
2001-02-12,14.65,13.6,12.9,7.8313,7.8275,7.835
2001-02-13,14.45,13.5,12.9,7.935,7.93,7.94
2001-02-14,14.3,13.45,13.0,7.889,7.884,7.894
2001-02-15,14.7,13.5,13.05,7.865,7.86,7.87
2001-02-16,14.6,14.0,12.95,7.83,7.825,7.835
2001-02-19,14.55,13.4,12.9,7.7425,7.7325,7.7525
2001-02-20,14.55,13.2,12.8,7.755,7.75,7.76
2001-02-21,14.75,13.9,13.25,7.805,7.8,7.81
2001-02-22,15.25,13.9,13.3,7.835,7.83,7.84
2001-02-23,15.1,13.9,13.3,7.8175,7.8125,7.8225
2001-02-26,14.8,13.9,13.45,7.79,7.785,7.795
2001-02-27,14.8,13.8,13.225,7.7125,7.71,7.715
2001-02-28,14.4,13.4,13.0,7.6713,7.6675,7.675
2001-03-01,14.55,13.6,13.15,7.705,7.7,7.71
2001-03-02,14.55,13.6,13.15,7.7425,7.74,7.745
2001-03-05,14.3,13.3,13.25,7.7725,7.7675,7.7775
2001-03-06,14.8,13.7,13.1,7.8723,7.8675,7.877
2001-03-07,15.05,13.8,13.2,7.9238,7.92,7.9275
2001-03-08,15.05,13.6,12.95,7.715,7.711,7.719
2001-03-09,14.4,13.4,12.95,7.735,7.73,7.74
2001-03-12,14.3,13.1,12.7,7.77,7.765,7.775
2001-03-13,14.9,13.5,13.0,7.83,7.825,7.835
2001-03-14,15.05,13.6,12.9,7.885,7.88,7.89
2001-03-15,14.8,13.7,13.15,7.863,7.89,7.89
2001-03-16,15.05,13.6,12.9,7.93,7.925,7.935
2001-03-19,15.6,14.1,13.25,7.995,7.99,8.0
2001-03-20,15.05,13.9,13.25,7.9875,7.9825,7.9925
2001-03-21,14.1,13.3,12.95,8.01,8.005,8.015
2001-03-22,14.85,13.6,13.1,8.0225,8.0175,8.0275
2001-03-23,14.5,13.35,12.85,7.96,7.955,7.965
2001-03-26,14.2,13.2,12.9,7.945,7.94,7.95
2001-03-27,14.15,13.35,12.95,7.9825,7.9775,7.9875
2001-03-28,14.4,13.5,13.05,8.03,8.025,8.035
2001-03-29,14.15,13.45,13.0,8.055,8.05,8.06
2001-03-30,14.6,14.0,12.6,8.0125,8.02,8.02
2001-04-02,14.9,13.7,13.1,8.145,8.14,8.15
2001-04-03,14.65,14.15,13.25,8.1375,8.1325,8.1425
2001-04-04,14.55,13.8,13.1,8.085,8.08,8.09
2001-04-05,14.4,13.8,12.9,8.085,8.08,8.09
2001-04-06,14.25,13.7,13.1,8.059,8.054,8.064
2001-04-09,14.0,13.5,13.0,8.06,8.055,8.065
2001-04-10,13.4,13.2,12.8,8.035,8.03,8.04
2001-04-11,13.0,13.0,12.9,8.0225,8.0175,8.0275
2001-04-12,14.4,13.4,13.0,8.0323,8.0275,8.037
2001-04-13,14.4,13.4,13.0,8.012,8.007,8.017
2001-04-16,14.4,13.4,13.0,8.0299,8.0199,8.0399
2001-04-17,14.4,13.4,13.0,8.136,8.126,8.146
2001-04-18,14.4,13.4,13.0,8.125,8.1375,8.1375
2001-04-19,14.05,13.6,13.15,8.125,8.12,8.13
2001-04-20,14.4,13.4,13.0,8.16,8.155,8.165
2001-04-23,14.4,13.4,13.0,8.145,8.135,8.145
2001-04-24,14.4,13.4,13.0,8.085,8.08,8.09
2001-04-25,14.4,13.4,13.0,8.11,8.105,8.115
2001-04-26,14.4,13.4,13.0,8.015,8.01,8.02
2001-04-27,14.4,13.4,13.0,7.975,7.97,7.98
2001-04-30,14.4,13.4,13.0,8.033,8.028,8.038
2001-05-01,14.4,13.4,13.0,7.995,7.99,8.0
2001-05-02,14.4,13.4,13.0,8.0337,8.0237,8.0437
2001-05-03,12.45,12.55,12.6,8.0875,8.0825,8.0925
2001-05-04,14.4,13.4,13.0,8.03,8.025,8.035
2001-05-07,14.4,13.4,13.0,7.9895,7.985,7.994
2001-05-08,14.4,13.4,13.0,7.97,7.965,7.975
2001-05-09,11.8,12.05,12.4,7.935,7.93,7.94
2001-05-10,14.4,13.4,12.65,7.95,7.945,7.955
2001-05-11,14.4,13.4,13.0,7.97,7.965,7.975
2001-05-14,14.4,13.4,13.0,7.967,7.962,7.972
2001-05-15,14.4,13.4,13.0,7.985,7.98,7.99
2001-05-16,14.4,13.4,13.0,8.0023,7.9975,8.007
2001-05-17,14.4,13.4,13.0,7.9475,7.9425,7.9525
2001-05-18,14.4,13.4,13.0,7.9173,7.9125,7.922
2001-05-21,14.4,13.4,13.0,7.88,7.875,7.885
2001-05-22,10.6,13.4,13.0,7.9075,7.9025,7.9125
2001-05-23,14.4,11.15,13.0,7.95,7.945,7.955
2001-05-24,10.8,13.4,13.0,7.95,7.945,7.955
2001-05-25,14.4,13.4,13.0,7.905,7.9,7.91
2001-05-28,12.45,13.4,13.0,7.9075,7.8975,7.9175
2001-05-29,10.2,10.65,13.0,7.94,7.935,7.945
2001-05-30,10.1,13.4,13.0,8.0025,7.9975,8.0075
2001-05-31,10.85,10.95,13.0,8.001,7.996,8.006
2001-06-01,10.75,13.4,13.0,8.0375,8.0325,8.0425
2001-06-04,10.3,13.4,13.0,8.0475,8.0425,8.0525
2001-06-05,14.4,13.4,11.1,8.025,8.02,8.03
2001-06-06,10.6,13.4,13.0,8.0775,8.0675,8.0825
2001-06-07,14.4,10.5,10.9,8.079,8.069,8.089
2001-06-08,14.4,13.4,13.0,8.063,8.058,8.068
2001-06-11,10.7,13.4,13.0,8.105,8.1,8.11
2001-06-12,10.3,13.4,13.0,8.095,8.09,8.1
2001-06-13,10.15,10.25,13.0,8.088,8.083,8.093
2001-06-14,9.8,10.25,13.0,8.045,8.04,8.05
2001-06-15,9.8,13.4,13.0,7.9975,7.9925,8.0025
2001-06-18,9.9,13.4,13.0,8.05,8.0475,8.0525
2001-06-19,9.9,13.4,10.6,8.075,8.07,8.08
2001-06-20,9.7,9.8,13.0,8.08,8.075,8.085
2001-06-21,9.3,11.65,10.25,8.065,8.065,8.065
2001-06-22,9.4,9.4,10.05,8.04,8.035,8.045
2001-06-25,8.6,9.1,10.0,8.03,8.0275,8.0325
2001-06-26,8.3,9.15,9.8,8.0175,8.0125,8.0225
2001-06-27,8.3,9.1,9.9,8.0175,8.0125,8.0225
2001-06-28,8.25,9.15,10.0,8.0625,8.06,8.065
2001-06-29,8.3,9.1,9.8,8.045,8.04,8.05
2001-07-02,8.1,8.9,9.8,8.0035,7.996,8.011
2001-07-03,8.2,9.0,9.9,8.0125,8.01,8.015
2001-07-04,8.4,9.35,10.05,8.094,8.089,8.099
2001-07-05,9.6,9.5,10.1,8.1575,8.155,8.165
2001-07-06,10.5,10.8,10.8,8.235,8.23,8.24
2001-07-09,11.0,11.0,11.0,8.2125,8.21,8.215
2001-07-10,10.7,10.7,10.9,8.2746,8.2696,8.2796
2001-07-11,12.8,12.35,11.95,8.2425,8.24,8.245
2001-07-12,12.7,12.3,12.1,8.2725,8.2675,8.2775
2001-07-13,12.55,12.4,12.1,8.2678,8.263,8.2725
2001-07-16,11.8,12.0,12.0,8.2475,8.245,8.25
2001-07-17,11.4,11.4,11.4,8.2075,8.2025,8.2125
2001-07-18,10.8,10.8,10.9,8.2425,8.2375,8.2475
2001-07-19,10.9,10.9,10.9,8.295,8.29,8.3
2001-07-20,11.25,11.25,11.25,8.2615,8.258,8.265
2001-07-23,11.1,11.0,11.0,8.175,8.17,8.18
2001-07-24,10.3,10.3,10.6,8.2,8.195,8.205
2001-07-25,10.2,10.4,10.6,8.2173,8.2125,8.222
2001-07-26,9.7,9.8,10.3,8.155,8.151,8.159
2001-07-27,9.9,10.05,10.3,8.24,8.235,8.245
2001-07-30,9.65,9.9,10.25,8.225,8.22,8.23
2001-07-31,10.0,10.05,10.4,8.2575,8.255,8.26
2001-08-01,9.8,10.0,10.5,8.2514,8.2464,8.2564
2001-08-02,9.5,9.9,10.4,8.2195,8.215,8.224
2001-08-03,9.75,9.75,10.2,8.265,8.26,8.27
2001-08-06,10.45,10.45,10.55,8.3074,8.3024,8.3124
2001-08-07,10.3,10.3,10.4,8.295,8.29,8.3
2001-08-08,10.05,10.1,10.1,8.2825,8.2775,8.2875
2001-08-09,10.5,10.6,10.6,8.26,8.26,8.26
2001-08-10,9.45,9.75,10.3,8.229,8.224,8.234
2001-08-13,9.65,9.7,10.15,8.2735,8.271,8.276
2001-08-14,9.7,9.9,10.2,8.282,8.278,8.286
2001-08-15,9.8,10.0,10.4,8.2275,8.2225,8.2325
2001-08-16,9.8,10.0,10.4,8.2425,8.2375,8.2475
2001-08-17,9.6,9.8,10.3,8.3075,8.3025,8.3125
2001-08-20,10.1,10.3,10.8,8.3076,8.3051,8.3101
2001-08-21,11.55,11.2,11.0,8.39,8.385,8.395
2001-08-22,11.25,11.5,10.95,8.3962,8.3862,8.4062
2001-08-23,11.1,10.95,10.85,8.3486,8.3436,8.3536
2001-08-24,10.55,10.55,10.65,8.3725,8.3675,8.3775
2001-08-27,10.55,10.55,10.65,8.42,8.415,8.425
2001-08-28,10.5,10.5,10.5,8.35,8.345,8.355
2001-08-29,11.0,11.0,10.5,8.346,8.341,8.351
2001-08-30,9.25,9.75,10.25,8.3726,8.3676,8.3776
2001-08-31,9.65,10.05,10.35,8.439,8.434,8.444
2001-09-03,10.4,10.5,10.55,8.463,8.453,8.473
2001-09-04,10.0,10.25,10.25,8.473,8.468,8.478
2001-09-05,10.4,10.4,10.45,8.4916,8.4866,8.4966
2001-09-06,10.2,10.3,10.45,8.465,8.46,8.47
2001-09-07,10.0,10.4,10.45,8.465,8.46,8.47
2001-09-10,9.8,10.0,10.35,8.5325,8.53,8.535
2001-09-11,10.2,10.3,10.45,8.6092,8.5992,8.6192
2001-09-12,12.4,11.3,10.7,8.6325,8.6125,8.6525
2001-09-13,11.3,10.7,10.4,8.6036,8.5986,8.6086
2001-09-14,11.3,10.7,10.4,8.6175,8.6075,8.6275
2001-09-17,11.3,10.7,10.4,8.6212,8.6207,8.6217
2001-09-18,11.3,10.7,10.4,8.6641,8.6591,8.6691
2001-09-19,10.5,10.7,10.9,8.645,8.64,8.65
2001-09-20,10.5,10.5,10.5,8.6998,8.6948,8.7048
2001-09-21,10.5,10.5,10.5,8.755,8.75,8.76
2001-09-24,10.5,10.5,10.5,8.7406,8.7356,8.7456
2001-09-25,10.5,10.5,10.5,8.7652,8.7602,8.7702
2001-09-26,10.2,10.3,10.5,8.8701,8.8651,8.8751
2001-09-27,10.2,10.3,10.5,8.9865,8.9815,8.9915
2001-09-28,11.3,10.5,10.5,9.0265,9.0215,9.0315
2001-10-01,10.75,10.75,10.75,9.075,9.07,9.08
2001-10-02,12.125,11.65,11.65,9.166,9.161,9.171
2001-10-03,15.625,10.5,10.5,9.3625,9.3575,9.3675
2001-10-04,15.0,10.5,12.15,9.2409,9.2359,9.2459
2001-10-05,15.0,10.5,12.15,9.21,9.205,9.215
2001-10-08,13.325,10.7,10.4,9.283,9.278,9.288
2001-10-09,15.0,13.1,12.2,9.2699,9.2649,9.2749
2001-10-10,15.0,13.1,12.2,9.182,9.177,9.187
2001-10-11,15.0,13.1,12.2,9.1475,9.1425,9.1525
2001-10-12,15.0,13.1,12.2,9.1089,9.1039,9.1139
2001-10-15,13.7,12.0,11.5,9.0219,9.0169,9.0269
2001-10-16,12.7,11.7,11.2,9.2639,9.2589,9.2689
2001-10-17,11.5,11.5,11.5,9.2549,9.2499,9.2599
2001-10-18,11.5,11.5,11.5,9.1769,9.1719,9.1819
2001-10-19,11.5,13.2,12.3,9.2809,9.2809,9.2809
2001-10-22,11.5,15.6,13.45,9.4975,9.4925,9.5025
2001-10-23,18.6,15.4,13.45,9.441,9.436,9.446
2001-10-24,16.5,13.875,12.75,9.3715,9.359,9.384
2001-10-25,16.1,14.4,13.0,9.3452,9.3402,9.3502
2001-10-26,15.05,13.6,12.95,9.3656,9.3606,9.3706
2001-10-29,14.75,13.4,12.6,9.327,9.312,9.342
2001-10-30,14.1,12.9,12.5,9.423,9.408,9.438
2001-10-31,14.8,13.1,12.3,9.442,9.427,9.457
2001-11-01,14.0,12.4,11.9,9.5305,9.5155,9.5455
2001-11-02,14.5,12.9,12.4,9.515,9.51,9.52
2001-11-05,15.1,13.1,12.5,9.4885,9.471,9.506
2001-11-06,14.4,12.6,11.65,9.47,9.455,9.485
2001-11-07,13.9,12.4,11.8,9.5575,9.54,9.575
2001-11-08,14.55,12.7,11.75,9.5636,9.5586,9.5686
2001-11-09,13.85,12.4,11.65,9.625,9.62,9.63
2001-11-12,14.8,13.0,11.95,9.7025,9.6875,9.7175
2001-11-13,15.3,13.1,11.9,9.699,9.684,9.714
2001-11-14,14.9,12.9,12.0,9.665,9.65,9.68
2001-11-15,14.75,12.5,12.0,9.5576,9.5526,9.5626
2001-11-16,14.875,12.85,11.85,9.5659,9.5609,9.5709
2001-11-19,14.5,13.25,12.1,9.714,9.704,9.724
2001-11-20,16.0,13.4,12.3,9.75,9.735,9.765
2001-11-21,17.3,14.05,12.4,9.9085,9.896,9.921
2001-11-22,18.3,14.8,12.75,9.973,9.968,9.978
2001-11-23,16.6,13.9,12.3,9.955,9.95,9.96
2001-11-26,16.25,13.375,12.1,9.8701,9.8651,9.8751
2001-11-27,15.5,13.9,12.3,9.966,9.951,9.981
2001-11-28,15.45,13.3,12.0,9.8576,9.8526,9.8626
2001-11-29,17.1,14.9,12.85,10.285,10.26,10.31
2001-11-30,19.3,15.9,13.55,10.2555,10.2505,10.2605
2001-12-03,19.6,16.4,13.35,10.406,10.386,10.426
2001-12-04,18.6,16.6,13.75,10.584,10.569,10.599
2001-12-05,26.15,19.0,15.3,11.208,10.203,10.213
2001-12-06,28.2,21.0,16.5,10.91,10.905,10.915
2001-12-07,25.2,19.75,15.85,10.875,10.87,10.88
2001-12-10,25.2,19.8,15.9,10.935,10.92,10.95
2001-12-11,20.65,18.0,14.95,11.1025,11.0825,11.1225
2001-12-12,20.15,17.7,14.5,11.1251,11.1001,11.1501
2001-12-13,25.2,20.25,16.6,11.475,11.46,11.49
2001-12-14,25.2,30.5,17.4,12.205,12.2,12.21
2001-12-17,25.2,30.5,17.4,12.0625,12.0125,12.1125
2001-12-18,50.0,30.0,23.0,12.185,12.18,12.19
2001-12-19,50.0,30.0,23.0,12.445,12.44,12.45
2001-12-20,50.0,23.0,18.0,12.4375,12.455,12.655
2001-12-21,50.0,23.0,18.0,12.075,12.0,12.15
2001-12-24,50.0,23.0,18.0,12.03,11.93,12.13
2001-12-25,50.0,23.0,18.0,12.03,12.03,12.03
2001-12-26,50.0,23.0,18.0,11.9451,11.8701,12.0201
2001-12-27,50.0,23.0,18.0,11.865,11.765,11.965
2001-12-28,50.0,23.0,18.0,11.975,11.97,11.98
2001-12-31,50.0,23.0,18.0,11.961,11.886,12.036
2002-01-01,50.0,23.0,18.0,11.985,11.935,12.035
2002-01-02,35.95,26.3,18.9,12.415,12.39,12.44
2002-01-03,36.3,26.35,19.45,12.305,12.3,12.31
