Dates,GBPUSDV1M,GBPUSDV3M,GBPUSDV1Y,GBPUSDPX_LAST,GBPUSDPX_BID,GBPUSDPX_ASK
2016-05-25 00:00:00,11.3525,12.455,10.22,1.4697,1.4696,1.4697
2016-05-26 00:00:00,16.4125,12.4375,10.14,1.467,1.467,1.4671
2016-05-27 00:00:00,16.5875,12.35,10.1325,1.4623,1.4622,1.4624
2016-05-30 00:00:00,17.1425,12.425,10.07,1.464,1.464,1.4641
2016-05-31 00:00:00,19.25,13.5,10.4,1.4483,1.4482,1.4483
2016-06-01 00:00:00,21.1,14.5,11.0,1.4416,1.4415,1.4416
2016-06-02 00:00:00,20.5,14.75,11.0,1.4423,1.4423,1.4424
2016-06-03 00:00:00,20.1775,14.4525,10.9825,1.4518,1.4517,1.4518
2016-06-06 00:00:00,21.995,15.1575,11.2775,1.4442,1.4441,1.4442
2016-06-07 00:00:00,22.0475,15.1475,11.2375,1.4545,1.4544,1.4546
2016-06-08 00:00:00,22.1775,15.0775,11.0825,1.4504,1.4503,1.4504
2016-06-09 00:00:00,21.4625,14.9725,10.9025,1.4458,1.4458,1.4459
2016-06-10 00:00:00,23.3925,15.735,11.185,1.4257,1.4256,1.4258
2016-06-13 00:00:00,28.12,18.06,12.155,1.427,1.4269,1.4271
2016-06-14 00:00:00,28.745,18.56,12.69,1.4114,1.4114,1.4115
2016-06-15 00:00:00,27.42,17.665,12.26,1.4204,1.4204,1.4205
2016-06-16 00:00:00,26.7,17.87,12.41,1.4203,1.4203,1.4204
2016-06-17 00:00:00,24.88,16.515,11.655,1.4358,1.4356,1.4359
2016-06-20 00:00:00,20.9775,13.92,10.4625,1.4698,1.4697,1.4698
2016-06-21 00:00:00,22.125,14.365,10.5875,1.4652,1.4651,1.4653
2016-06-22 00:00:00,24.185,15.2,11.12,1.4707,1.4707,1.4708
2016-06-23 00:00:00,17.5575,12.7725,10.0325,1.4877,1.4876,1.4878
2016-06-24 00:00:00,20.7375,15.725,12.555,1.3679,1.3678,1.368
2016-06-27 00:00:00,19.475,16.2975,13.34,1.3225,1.3224,1.3225
2016-06-28 00:00:00,16.46,14.3775,12.555,1.3344,1.3343,1.3344
2016-06-29 00:00:00,14.5975,13.025,12.04,1.3429,1.3428,1.3429
2016-06-30 00:00:00,15.78,14.205,12.7325,1.3311,1.3311,1.3312
2016-07-01 00:00:00,15.355,13.965,12.6775,1.3267,1.3266,1.3268
2016-07-04 00:00:00,16.05,13.95,12.62,1.3287,1.3287,1.3288
2016-07-05 00:00:00,16.6,14.4225,13.035,1.3022,1.3021,1.3023
2016-07-06 00:00:00,16.855,14.6975,13.315,1.2931,1.293,1.2932
2016-07-07 00:00:00,15.055,13.92,12.7975,1.2908,1.2907,1.2909
2016-07-08 00:00:00,14.045,13.16,12.57,1.2954,1.2954,1.2955
2016-07-11 00:00:00,13.725,12.5825,12.13,1.2998,1.2997,1.2999
2016-07-12 00:00:00,13.4175,12.0675,11.59,1.3247,1.3246,1.3247
2016-07-13 00:00:00,14.0575,12.4025,11.6625,1.3147,1.3146,1.3147
2016-07-14 00:00:00,12.82,11.9475,11.36,1.3343,1.3342,1.3343
2016-07-15 00:00:00,14.0775,12.635,11.715,1.3192,1.3191,1.3192
2016-07-18 00:00:00,14.04,12.63,11.7025,1.3255,1.3255,1.3256
2016-07-19 00:00:00,14.3,12.7275,11.8075,1.3111,1.311,1.3111
2016-07-20 00:00:00,13.9525,12.665,11.795,1.3208,1.3208,1.3209
2016-07-21 00:00:00,13.9275,12.71,11.74,1.3233,1.3232,1.3233
2016-07-22 00:00:00,13.6725,12.4,11.64,1.3109,1.3109,1.311
2016-07-25 00:00:00,13.31,12.1025,11.475,1.314,1.3139,1.314
2016-07-26 00:00:00,12.225,11.505,11.16,1.313,1.313,1.3131
2016-07-27 00:00:00,10.93,10.76,10.61,1.3223,1.3223,1.3224
2016-07-28 00:00:00,10.86,10.525,10.255,1.3164,1.3163,1.3164
2016-07-29 00:00:00,10.7875,10.2675,10.0025,1.323,1.3229,1.3231
2016-08-01 00:00:00,10.92,10.055,9.925,1.3179,1.3178,1.318
2016-08-02 00:00:00,10.95,9.985,9.8,1.3357,1.3356,1.3357
2016-08-03 00:00:00,10.68,10.04,9.775,1.3325,1.3325,1.3326
2016-08-04 00:00:00,9.37,9.93,9.84,1.3107,1.3107,1.3108
2016-08-05 00:00:00,9.095,9.665,9.73,1.3073,1.3072,1.3073
2016-08-08 00:00:00,9.075,9.65,9.68,1.304,1.304,1.3041
2016-08-09 00:00:00,9.0325,10.0425,9.695,1.3003,1.3002,1.3003
2016-08-10 00:00:00,9.045,10.1075,9.7725,1.301,1.301,1.301
2016-08-11 00:00:00,8.9975,10.3525,10.055,1.2956,1.2956,1.2957
2016-08-12 00:00:00,9.03,10.32,10.19,1.292,1.2919,1.2921
2016-08-15 00:00:00,9.6475,10.555,10.395,1.288,1.288,1.2881
2016-08-16 00:00:00,9.76,10.4625,10.335,1.3046,1.3045,1.3047
2016-08-17 00:00:00,9.7525,10.475,10.3725,1.3042,1.3041,1.3042
2016-08-18 00:00:00,9.48,10.24,10.245,1.3168,1.3167,1.3169
2016-08-19 00:00:00,9.815,10.3725,10.3,1.3075,1.3074,1.3076
2016-08-22 00:00:00,10.2075,10.4125,10.3425,1.3137,1.3136,1.3138
2016-08-23 00:00:00,10.18,10.27,10.3,1.3198,1.3197,1.3198
2016-08-24 00:00:00,10.2175,10.26,10.28,1.3232,1.3231,1.3233
2016-08-25 00:00:00,10.08,10.2025,10.2575,1.3192,1.3192,1.3193
2016-08-26 00:00:00,9.805,10.135,10.255,1.3137,1.3137,1.3138
2016-08-29 00:00:00,10.2225,10.3075,10.3075,1.3106,1.3105,1.3106
2016-08-30 00:00:00,10.15,10.2725,10.31,1.308,1.308,1.3081
2016-08-31 00:00:00,10.055,10.24,10.3075,1.3138,1.3138,1.3139
2016-09-01 00:00:00,9.655,10.12,10.22,1.3268,1.3268,1.3269
2016-09-02 00:00:00,9.1125,9.815,10.0425,1.3294,1.3293,1.3295
2016-09-05 00:00:00,9.095,9.5,9.7775,1.3304,1.3303,1.3304
2016-09-06 00:00:00,8.95,9.265,9.565,1.344,1.3439,1.344
2016-09-07 00:00:00,8.7625,9.0375,9.47,1.3341,1.3341,1.3342
2016-09-08 00:00:00,8.4375,9.0125,9.4175,1.3295,1.3295,1.3296
2016-09-09 00:00:00,8.36,8.9825,9.395,1.3267,1.3266,1.3268
2016-09-12 00:00:00,8.7975,9.2275,9.5225,1.3337,1.3336,1.3337
2016-09-13 00:00:00,8.9825,9.335,9.6875,1.3193,1.3192,1.3194
2016-09-14 00:00:00,8.98,9.435,9.685,1.3235,1.3235,1.3236
2016-09-15 00:00:00,8.26,9.46,9.6775,1.3239,1.3239,1.324
2016-09-16 00:00:00,9.06,10.0,9.955,1.3002,1.3001,1.3003
2016-09-19 00:00:00,8.83,9.83,10.005,1.303,1.303,1.3031
2016-09-20 00:00:00,9.3675,10.3,10.2725,1.2988,1.2988,1.2989
2016-09-21 00:00:00,8.7525,9.97,10.2125,1.3032,1.3028,1.3037
2016-09-22 00:00:00,8.33,9.7675,10.1625,1.3078,1.3074,1.3083
2016-09-23 00:00:00,8.9875,10.3075,10.415,1.2966,1.2951,1.298
2016-09-26 00:00:00,9.4175,10.675,10.69,1.2975,1.2973,1.2977
2016-09-27 00:00:00,9.3175,10.325,10.635,1.3023,1.302,1.3026
2016-09-28 00:00:00,9.1775,10.3,10.68,1.3019,1.3015,1.3022
2016-09-29 00:00:00,8.89,10.105,10.63,1.2968,1.2966,1.297
2016-09-30 00:00:00,8.61,9.91,10.595,1.2972,1.2958,1.2986
2016-10-03 00:00:00,9.86,10.11,10.7,1.2842,1.2839,1.2846
2016-10-04 00:00:00,10.19,10.36,10.97,1.2728,1.2725,1.273
2016-10-05 00:00:00,9.96,10.285,10.9,1.2749,1.2745,1.2752
2016-10-06 00:00:00,10.39,10.23,10.885,1.2616,1.2612,1.2619
2016-10-07 00:00:00,12.17,11.38,11.375,1.2434,1.2419,1.2448
2016-10-10 00:00:00,11.8175,11.25,11.31,1.2362,1.2359,1.2365
2016-10-11 00:00:00,13.655,12.665,12.485,1.2123,1.2119,1.2127
2016-10-12 00:00:00,13.315,12.345,12.23,1.2204,1.2197,1.2212
2016-10-13 00:00:00,12.545,12.21,12.265,1.2254,1.225,1.2259
2016-10-14 00:00:00,12.515,11.995,12.195,1.2191,1.2176,1.2206
2016-10-17 00:00:00,12.83,12.015,12.3875,1.2183,1.2179,1.2187
2016-10-18 00:00:00,12.145,11.755,12.275,1.2298,1.2293,1.2302
2016-10-19 00:00:00,11.615,11.46,12.095,1.2285,1.228,1.229
2016-10-20 00:00:00,11.095,11.13,11.99,1.2254,1.2251,1.2257
2016-10-21 00:00:00,11.0325,11.0875,12.0225,1.2234,1.222,1.2248
2016-10-24 00:00:00,11.09,11.055,11.96,1.2238,1.2234,1.2242
2016-10-25 00:00:00,11.0325,11.0225,11.99,1.2188,1.2183,1.2192
2016-10-26 00:00:00,10.805,10.855,11.92,1.2247,1.2244,1.225
2016-10-27 00:00:00,10.4,10.7875,11.8775,1.2164,1.2159,1.2169
2016-10-28 00:00:00,10.5,10.73,11.8675,1.2185,1.215,1.222
2016-10-31 00:00:00,10.735,10.8875,11.9225,1.2242,1.2239,1.2245
2016-11-01 00:00:00,10.9075,10.9825,12.0,1.2243,1.224,1.2246
2016-11-02 00:00:00,11.48,11.375,12.1,1.2304,1.2301,1.2306
2016-11-03 00:00:00,11.115,11.205,12.01,1.2461,1.2458,1.2465
2016-11-04 00:00:00,11.1,11.015,11.96,1.2517,1.2513,1.2522
2016-11-07 00:00:00,10.425,10.5075,11.735,1.2396,1.239,1.2402
2016-11-08 00:00:00,10.1925,10.325,11.54,1.2379,1.2371,1.2387
2016-11-09 00:00:00,9.7475,10.28,11.4775,1.2406,1.2402,1.2411
2016-11-10 00:00:00,9.83,10.3475,11.5525,1.2555,1.2551,1.2558
2016-11-11 00:00:00,10.2225,10.5375,11.675,1.2596,1.256,1.2631
2016-11-14 00:00:00,10.565,10.7325,11.7825,1.249,1.2484,1.2496
2016-11-15 00:00:00,10.7525,10.5025,11.67,1.2457,1.2451,1.2462
2016-11-16 00:00:00,10.66,10.46,11.6675,1.2443,1.2438,1.2447
2016-11-17 00:00:00,10.275,10.3875,11.6225,1.2417,1.241,1.2424
2016-11-18 00:00:00,10.3775,10.3875,11.6125,1.2342,1.232,1.2364
2016-11-21 00:00:00,10.4125,10.345,11.5975,1.2494,1.2487,1.2501
2016-11-22 00:00:00,10.4775,10.38,11.53,1.2423,1.2421,1.2425
2016-11-23 00:00:00,10.2775,10.2375,11.4575,1.2443,1.2433,1.2452
2016-11-24 00:00:00,10.255,10.22,11.4225,1.2451,1.2444,1.2458
2016-11-25 00:00:00,9.6625,10.15,11.395,1.2477,1.2463,1.2492
2016-11-28 00:00:00,9.69,10.06,11.2825,1.2416,1.2411,1.2422
2016-11-29 00:00:00,9.6825,10.0,11.29,1.2493,1.2487,1.2498
2016-11-30 00:00:00,9.96,10.1925,11.39,1.2506,1.2503,1.2509
2016-12-01 00:00:00,9.95,10.25,11.255,1.2591,1.2587,1.2595
2016-12-02 00:00:00,9.6875,10.16,11.175,1.2729,1.2711,1.2747
2016-12-05 00:00:00,9.8325,10.2125,11.1825,1.2732,1.2729,1.2735
2016-12-06 00:00:00,9.59,9.99,11.0075,1.2678,1.2675,1.268
2016-12-07 00:00:00,9.655,10.1325,11.055,1.2626,1.2622,1.2629
2016-12-08 00:00:00,9.5475,10.0825,11.0175,1.2586,1.2581,1.2591
2016-12-09 00:00:00,9.57,10.1625,11.13,1.2572,1.2559,1.2585
2016-12-12 00:00:00,9.6725,10.13,11.08,1.2679,1.2672,1.2686
2016-12-13 00:00:00,9.395,9.865,10.96,1.2658,1.2656,1.266
2016-12-14 00:00:00,9.105,9.785,10.915,1.2564,1.2559,1.2568
2016-12-15 00:00:00,9.355,10.36,11.12,1.2418,1.2414,1.2423
2016-12-16 00:00:00,9.405,10.3475,11.09,1.2496,1.2476,1.2516
2016-12-19 00:00:00,9.79,10.54,11.155,1.2395,1.2391,1.2399
2016-12-20 00:00:00,9.78,10.5775,11.19,1.2368,1.2365,1.2371
2016-12-21 00:00:00,9.63,10.445,11.11,1.2353,1.235,1.2356
2016-12-22 00:00:00,9.29,10.3575,11.045,1.2283,1.228,1.2286
2016-12-23 00:00:00,9.605,10.425,11.105,1.2282,1.2238,1.2327
2016-12-26 00:00:00,9.9675,10.5775,11.155,1.2282,1.2267,1.2298
2016-12-27 00:00:00,9.9525,10.6125,11.195,1.2271,1.2266,1.2276
2016-12-28 00:00:00,10.255,10.84,11.305,1.2226,1.2221,1.2231
2016-12-29 00:00:00,10.0875,10.8225,11.295,1.2261,1.2253,1.2269
2016-12-30 00:00:00,10.485,10.91,11.275,1.234,1.2299,1.2381
2017-01-02 00:00:00,10.8025,11.0025,11.305,1.2278,1.2271,1.2285
2017-01-03 00:00:00,10.72,10.8975,11.2575,1.2237,1.2234,1.2241
2017-01-04 00:00:00,10.59,10.785,11.2,1.2323,1.2319,1.2327
2017-01-05 00:00:00,10.3625,10.6925,11.2025,1.2419,1.2412,1.2426
2017-01-06 00:00:00,10.205,10.6075,11.1675,1.2287,1.2274,1.2301
2017-01-09 00:00:00,11.105,11.135,11.345,1.2163,1.2157,1.2168
2017-01-10 00:00:00,11.145,11.2,11.415,1.2177,1.2174,1.2179
2017-01-11 00:00:00,11.5575,11.575,11.6,1.2213,1.2207,1.2218
2017-01-12 00:00:00,11.695,11.5375,11.425,1.2162,1.2159,1.2166
2017-01-13 00:00:00,12.025,11.665,11.585,1.2182,1.2143,1.2221
2017-01-16 00:00:00,12.77,12.0325,11.7525,1.2047,1.2039,1.2055
2017-01-17 00:00:00,11.325,11.085,11.335,1.2414,1.241,1.2418
2017-01-18 00:00:00,10.84,10.83,11.21,1.2261,1.2257,1.2265
2017-01-19 00:00:00,10.5,10.74,11.145,1.2342,1.2339,1.2344
2017-01-20 00:00:00,10.3925,10.6875,11.0825,1.2375,1.2367,1.2382
2017-01-23 00:00:00,10.385,10.4975,10.87,1.2535,1.253,1.254
2017-01-24 00:00:00,9.945,10.205,10.82,1.252,1.2519,1.2522
2017-01-25 00:00:00,9.775,10.085,10.735,1.2634,1.263,1.2637
2017-01-26 00:00:00,10.15,10.3,10.815,1.2597,1.2589,1.2605
2017-01-27 00:00:00,10.37,10.47,10.8475,1.2555,1.2539,1.2571
2017-01-30 00:00:00,10.3975,10.5325,10.9025,1.2486,1.2483,1.2488
2017-01-31 00:00:00,10.2875,10.585,10.885,1.2579,1.2576,1.2583
2017-02-01 00:00:00,10.22,10.48,10.895,1.2659,1.2654,1.2664
2017-02-02 00:00:00,10.31,10.59,10.8775,1.2527,1.2522,1.2533
2017-02-03 00:00:00,10.08,10.4375,10.7825,1.2484,1.2465,1.2504
2017-02-06 00:00:00,10.17,10.705,11.24,1.2469,1.2461,1.2476
2017-02-07 00:00:00,10.135,10.735,11.205,1.2509,1.2506,1.2512
2017-02-08 00:00:00,10.0675,10.9475,11.18,1.2541,1.2538,1.2544
2017-02-09 00:00:00,9.915,10.7675,11.0725,1.2497,1.2491,1.2502
2017-02-10 00:00:00,9.9375,10.7675,11.04,1.2491,1.2464,1.2519
2017-02-13 00:00:00,9.755,10.665,10.9875,1.2526,1.2523,1.2529
2017-02-14 00:00:00,9.535,10.5425,10.9625,1.2468,1.2463,1.2473
2017-02-15 00:00:00,8.7775,10.0625,10.8025,1.2461,1.2458,1.2464
2017-02-16 00:00:00,9.1725,10.0875,10.7275,1.2489,1.2486,1.2492
2017-02-17 00:00:00,9.17,10.05,10.7475,1.2412,1.24,1.2423
2017-02-20 00:00:00,9.17,10.15,10.67,1.2463,1.2454,1.2472
2017-02-21 00:00:00,9.175,10.2525,10.67,1.2473,1.247,1.2477
2017-02-22 00:00:00,9.2,10.1625,10.6275,1.245,1.2443,1.2458
2017-02-23 00:00:00,9.06,10.0425,10.5725,1.2556,1.2553,1.2558
2017-02-24 00:00:00,8.775,9.8625,10.485,1.2462,1.2443,1.2481
2017-02-27 00:00:00,8.97,9.82,10.415,1.2442,1.2439,1.2445
2017-02-28 00:00:00,8.6175,9.505,10.2175,1.238,1.2377,1.2383
2017-03-01 00:00:00,8.5625,9.4825,10.1375,1.2293,1.229,1.2295
2017-03-02 00:00:00,8.645,9.6075,10.2225,1.2267,1.2264,1.227
2017-03-03 00:00:00,8.375,9.26,10.09,1.2291,1.2274,1.2308
2017-03-06 00:00:00,8.2975,9.1625,9.99,1.2236,1.2233,1.224
2017-03-07 00:00:00,8.5575,9.36,10.1525,1.22,1.2196,1.2203
2017-03-08 00:00:00,8.8075,9.4125,10.16,1.2168,1.2165,1.2171
2017-03-09 00:00:00,8.7625,9.525,10.2425,1.2165,1.2163,1.2168
2017-03-10 00:00:00,9.015,9.675,10.405,1.2167,1.2144,1.2189
2017-03-13 00:00:00,9.0425,9.665,10.39,1.2219,1.2216,1.2222
2017-03-14 00:00:00,9.295,9.81,10.435,1.2153,1.2148,1.2158
2017-03-15 00:00:00,8.5425,9.4475,10.0975,1.2291,1.2288,1.2294
2017-03-16 00:00:00,7.9125,8.9075,9.6575,1.236,1.2357,1.2363
2017-03-17 00:00:00,8.01,8.925,9.715,1.2396,1.2392,1.24
2017-03-20 00:00:00,8.315,9.135,9.635,1.2358,1.2356,1.2359
2017-03-21 00:00:00,8.38,9.19,9.6475,1.2478,1.2477,1.248
2017-03-22 00:00:00,8.465,9.33,9.77,1.2485,1.2482,1.2487
2017-03-23 00:00:00,8.4725,9.295,9.765,1.2521,1.252,1.2523
2017-03-24 00:00:00,8.135,9.045,9.705,1.2473,1.2467,1.2479
2017-03-27 00:00:00,8.3775,9.0175,9.635,1.2559,1.2556,1.2562
2017-03-28 00:00:00,8.5,9.0575,9.5775,1.245,1.2445,1.2455
2017-03-29 00:00:00,8.535,9.0775,9.565,1.2434,1.2431,1.2436
2017-03-30 00:00:00,8.25,8.91,9.5175,1.2468,1.2466,1.2471
2017-03-31 00:00:00,8.05,8.7375,9.42,1.255,1.2539,1.2561
2017-04-03 00:00:00,8.065,8.6675,9.34,1.2486,1.2484,1.2488
2017-04-04 00:00:00,8.35,8.745,9.395,1.244,1.2438,1.2441
2017-04-05 00:00:00,8.22,8.7,9.36,1.2483,1.2481,1.2485
2017-04-06 00:00:00,8.4225,8.59,9.2775,1.247,1.2468,1.2471
2017-04-07 00:00:00,8.3825,8.5625,9.235,1.2371,1.2351,1.2391
2017-04-10 00:00:00,8.435,8.5175,9.28,1.2415,1.2411,1.2418
2017-04-11 00:00:00,8.44,8.405,9.23,1.2491,1.2489,1.2493
2017-04-12 00:00:00,8.435,8.465,9.255,1.254,1.2536,1.2544
2017-04-13 00:00:00,8.39,8.3,9.215,1.2503,1.25,1.2506
2017-04-14 00:00:00,8.44,8.305,9.215,1.2523,1.2513,1.2534
2017-04-17 00:00:00,8.81,8.405,9.265,1.2565,1.2562,1.2567
2017-04-18 00:00:00,8.96,8.85,9.3625,1.2841,1.2839,1.2843
2017-04-19 00:00:00,8.9625,8.8975,9.325,1.2777,1.2773,1.2782
2017-04-20 00:00:00,8.775,8.935,9.315,1.2813,1.2809,1.2817
2017-04-21 00:00:00,8.88,9.025,9.3,1.2817,1.2795,1.2839
2017-04-24 00:00:00,7.895,8.3425,8.855,1.2796,1.2794,1.2798
2017-04-25 00:00:00,7.835,8.3075,8.805,1.2842,1.2839,1.2845
2017-04-26 00:00:00,7.69,8.37,8.8475,1.2848,1.2846,1.2851
2017-04-27 00:00:00,7.64,8.235,8.7725,1.2904,1.2903,1.2906
2017-04-28 00:00:00,7.23,7.99,8.65,1.2951,1.2945,1.2957
2017-05-01 00:00:00,7.2575,7.94,8.6125,1.2886,1.2884,1.2888
2017-05-02 00:00:00,7.275,7.965,8.595,1.2939,1.2937,1.294
2017-05-03 00:00:00,7.185,7.98,8.545,1.2867,1.2865,1.2869
2017-05-04 00:00:00,7.0,7.79,8.415,1.2923,1.2921,1.2926
2017-05-05 00:00:00,6.815,7.6325,8.36,1.2982,1.2974,1.2989
2017-05-08 00:00:00,6.65,7.315,8.05,1.294,1.2935,1.2945
2017-05-09 00:00:00,6.485,7.15,7.86,1.2934,1.2929,1.2938
2017-05-10 00:00:00,6.6025,7.1475,7.8675,1.2938,1.2935,1.294
2017-05-11 00:00:00,6.66,7.04,7.805,1.2886,1.2884,1.2888
2017-05-12 00:00:00,6.465,6.88,7.785,1.289,1.2886,1.2895
2017-05-15 00:00:00,7.0425,6.87,7.76,1.2896,1.2893,1.29
2017-05-16 00:00:00,7.235,7.025,7.845,1.2917,1.2913,1.2921
2017-05-17 00:00:00,7.31,7.145,7.92,1.297,1.2967,1.2974
2017-05-18 00:00:00,7.52,7.39,8.07,1.2938,1.2933,1.2944
2017-05-19 00:00:00,7.825,7.7,8.4325,1.3036,1.3023,1.3049
2017-05-22 00:00:00,8.09,7.84,8.49,1.3,1.2998,1.3001
2017-05-23 00:00:00,7.935,7.795,8.53,1.2961,1.2959,1.2963
2017-05-24 00:00:00,7.89,7.755,8.49,1.2972,1.2969,1.2975
2017-05-25 00:00:00,7.515,7.605,8.445,1.2942,1.294,1.2945
2017-05-26 00:00:00,8.36,7.99,8.605,1.2804,1.2785,1.2822
2017-05-29 00:00:00,8.5825,8.0475,8.595,1.284,1.2836,1.2845
2017-05-30 00:00:00,8.525,7.99,8.58,1.2859,1.2857,1.2861
2017-05-31 00:00:00,9.135,8.3275,8.7675,1.289,1.2889,1.2892
2017-06-01 00:00:00,9.1925,8.4125,8.7625,1.2882,1.2879,1.2885
2017-06-02 00:00:00,8.9825,8.2075,8.6925,1.2888,1.2869,1.2906
2017-06-05 00:00:00,9.09,8.15,8.635,1.2904,1.2903,1.2906
2017-06-06 00:00:00,9.005,7.9725,8.4875,1.2911,1.2906,1.2917
2017-06-07 00:00:00,9.245,8.06,8.45,1.296,1.2957,1.2963
2017-06-08 00:00:00,8.71,7.88,8.28,1.2956,1.2948,1.2965
2017-06-09 00:00:00,7.835,7.755,8.1375,1.2746,1.2736,1.2756
2017-06-12 00:00:00,7.95,7.835,8.2725,1.2659,1.2657,1.2661
2017-06-13 00:00:00,7.86,7.825,8.3,1.2754,1.2752,1.2756
2017-06-14 00:00:00,7.61,7.885,8.5075,1.2751,1.2749,1.2754
2017-06-15 00:00:00,7.49,8.0,8.585,1.2758,1.2753,1.2762
2017-06-16 00:00:00,7.51,7.915,8.6125,1.2783,1.2775,1.279
2017-06-19 00:00:00,7.765,8.015,8.655,1.2737,1.2735,1.2739
2017-06-20 00:00:00,7.865,8.06,8.73,1.2629,1.2628,1.2631
2017-06-21 00:00:00,7.91,8.375,8.98,1.2671,1.2669,1.2673
2017-06-22 00:00:00,7.435,8.1575,8.9,1.2682,1.2681,1.2684
2017-06-23 00:00:00,7.32,8.005,8.8325,1.2718,1.2713,1.2723
2017-06-26 00:00:00,7.255,7.93,8.815,1.2723,1.2722,1.2725
2017-06-27 00:00:00,7.38,7.87,8.835,1.2814,1.2811,1.2818
2017-06-28 00:00:00,7.6975,8.06,8.905,1.2926,1.2924,1.2929
2017-06-29 00:00:00,7.3925,7.865,8.7075,1.3007,1.3004,1.301
2017-06-30 00:00:00,7.555,7.745,8.645,1.3025,1.3016,1.3034
2017-07-03 00:00:00,7.705,7.8,8.625,1.294,1.2936,1.2944
2017-07-04 00:00:00,7.6425,7.755,8.58,1.292,1.2912,1.2928
2017-07-05 00:00:00,7.6925,7.835,8.5975,1.2934,1.2933,1.2936
2017-07-06 00:00:00,7.4525,7.775,8.63,1.2971,1.2969,1.2973
2017-07-07 00:00:00,7.325,7.675,8.61,1.289,1.2883,1.2897
2017-07-10 00:00:00,7.405,7.6225,8.5825,1.2881,1.288,1.2883
2017-07-11 00:00:00,7.415,7.6325,8.595,1.2848,1.2843,1.2852
2017-07-12 00:00:00,7.3525,7.6525,8.715,1.2885,1.2882,1.2887
2017-07-13 00:00:00,7.085,7.635,8.79,1.2939,1.2937,1.2941
2017-07-14 00:00:00,6.9325,7.495,8.8425,1.3098,1.3094,1.3103
2017-07-17 00:00:00,7.17,7.675,9.035,1.3055,1.3051,1.3059
2017-07-18 00:00:00,7.39,7.87,9.21,1.304,1.3038,1.3043
2017-07-19 00:00:00,7.2825,7.875,9.225,1.3022,1.3019,1.3025
2017-07-20 00:00:00,7.025,7.815,9.205,1.2973,1.2967,1.2978
2017-07-21 00:00:00,6.815,7.4775,8.87,1.2997,1.2989,1.3004
2017-07-24 00:00:00,7.025,7.5425,8.8075,1.3028,1.3027,1.303
2017-07-25 00:00:00,7.0175,7.57,8.8,1.3025,1.3022,1.3028
2017-07-26 00:00:00,6.91,7.535,8.75,1.3122,1.3119,1.3124
2017-07-27 00:00:00,6.955,7.5025,8.7225,1.3066,1.3064,1.3068
2017-07-28 00:00:00,6.92,7.4,8.68,1.3136,1.313,1.3141
2017-07-31 00:00:00,7.24,7.4725,8.71,1.3215,1.3213,1.3217
2017-08-01 00:00:00,7.245,7.415,8.5675,1.3203,1.32,1.3207
2017-08-02 00:00:00,7.28,7.62,8.615,1.3223,1.3219,1.3227
2017-08-03 00:00:00,6.9875,7.66,8.56,1.3138,1.3136,1.3141
2017-08-04 00:00:00,6.905,7.59,8.515,1.304,1.3031,1.3048
2017-08-07 00:00:00,7.0225,7.6175,8.5,1.3035,1.3033,1.3036
2017-08-08 00:00:00,6.99,7.615,8.495,1.2992,1.299,1.2994
2017-08-09 00:00:00,7.0475,7.69,8.5475,1.3004,1.3001,1.3007
2017-08-10 00:00:00,7.0,7.745,8.57,1.2977,1.2974,1.2979
2017-08-11 00:00:00,7.09,7.705,8.59,1.3014,1.2996,1.3031
2017-08-14 00:00:00,7.21,7.6525,8.57,1.2964,1.2963,1.2966
2017-08-15 00:00:00,7.4975,7.83,8.635,1.2869,1.2867,1.2872
2017-08-16 00:00:00,7.22,7.835,8.67,1.2891,1.2889,1.2893
2017-08-17 00:00:00,7.095,7.8675,8.69,1.2868,1.2865,1.2872
2017-08-18 00:00:00,7.0525,7.795,8.695,1.287,1.285,1.289
2017-08-21 00:00:00,7.5125,7.84,8.715,1.29,1.2897,1.2903
2017-08-22 00:00:00,7.4225,7.8225,8.8125,1.2824,1.2822,1.2825
2017-08-23 00:00:00,7.54,7.98,8.91,1.28,1.2797,1.2803
2017-08-24 00:00:00,7.41,7.8825,8.9025,1.2801,1.2798,1.2803
2017-08-25 00:00:00,7.225,7.8,8.86,1.2882,1.2864,1.2901
2017-08-28 00:00:00,7.305,7.78,8.78,1.2933,1.293,1.2935
2017-08-29 00:00:00,7.175,7.6925,8.7175,1.2918,1.2915,1.2922
2017-08-30 00:00:00,7.15,7.6375,8.715,1.2925,1.2923,1.2927
2017-08-31 00:00:00,7.115,7.66,8.67,1.293,1.2928,1.2932
2017-09-01 00:00:00,7.015,7.5625,8.625,1.2951,1.2933,1.2968
2017-09-04 00:00:00,7.3275,7.595,8.67,1.2931,1.2919,1.2943
2017-09-05 00:00:00,7.55,7.69,8.705,1.3033,1.3029,1.3036
2017-09-06 00:00:00,7.545,7.7075,8.6,1.3043,1.304,1.3045
2017-09-07 00:00:00,7.21,7.6475,8.595,1.3101,1.3099,1.3104
2017-09-08 00:00:00,7.475,7.755,8.6225,1.32,1.3182,1.3219
2017-09-11 00:00:00,7.435,7.61,8.545,1.3163,1.316,1.3167
2017-09-12 00:00:00,7.64,7.765,8.68,1.3283,1.3282,1.3285
2017-09-13 00:00:00,8.115,7.99,8.77,1.3211,1.3207,1.3214
2017-09-14 00:00:00,8.055,8.3175,8.745,1.3399,1.3395,1.3403
